19/02/2021;1000
11/03/2021;1000
15/04/2021;250
21/04/2021;500
21/04/2021;1000
30/04/2021;12500
02/05/2021;3000
10/05/2021;200
10/05/2021;250
10/05/2021;700
13/05/2021;500
19/05/2021;400
29/05/2021;200
31/05/2021;250
31/05/2021;3000
